transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status
5971,1997,Michelle Meyer,101,250000,Laptop,ELEC,online,Delhi,23-03-2026,3,UPI,0.25,MichelleMeyer@gmail.com,7843359815,successful
5972,1596,Amy Lopez,106,80000,Sofa,FURN,online,Bangalore,28-04-2025,2,Cash,0.1,AmyLopez@outlook.com,7082607400,successful
5973,1696,Derek Anderson,108,15000,Mixer grinder,Home Appliances,offline,Chennai,03-08-2025,3,Cash,0.25,DerekAnderson@yahoo.com,7850552149,successful
5974,1161,Lucas Brown,105,45000,tv,ELEC,offline,Delhi,10-09-2025,5,NetBanking,0.4,LucasBrown@outlook.com,7850758284,successful
5975,1813,Ronald Fowler,101,250000,Laptop,Electronics,online,Chennai,07-27-2025,1,Cash,0.35,RonaldFowler@yahoo.com,6645303702,successful
5976,1811,Rita Hamilton,101,250000,LAPTOP,electronics,offline,Hyderabad,09-07-2025,5,Card,0.35,RitaHamilton@outlook.com,6893566574,successful
5977,1543,Victoria Moore,103,1300,shirt,clothing,online,Mumbai,12-12-2025,1,NetBanking,0.1,VictoriaMoore@gmail.com,9139087029,successful
5978,1333,Douglas Thompson,107,50000,Dining table,FURN,offline,Delhi,16-11-2025,3,NetBanking,0.1,DouglasThompson@outlook.com,6509475146,successful
5979,1244,Erik Davis,103,1300,shirt,CLOTH,offline,Mumbai,18-03-2026,1,UPI,0.3,ErikDavis@gmail.com,7206972773,successful
5980,1027,Joseph Hunt,107,50000,Dining table,furniture,offline,Mumbai,18-07-2025,4,UPI,0.3,JosephHunt@outlook.com,7976981216,successful
5981,1359,Jo Barnes,102,70000,Phone,electronics,online,Chennai,13-03-2026,2,Cash,0.4,Jo99@gmail.com,9428646978,successful
5981,1359,Jo Barnes,102,70000,Phone,electronics,online,Chennai,13-03-2026,2,Cash,0.4,Jo99@gmail.com,9428646978,failed
5982,1134,Jennifer Williams,107,50000,DINING TABLE,Furniture,online,Mumbai,04-12-2025,1,UPI,0.2,JenniferWilliams@yahoo.com,8920124126,successful
5983,1956,Pamela Fernandez,110,45000,Microwave,Home Appliances,offline,Hyderabad,09-10-2025,2,Card,0.2,PamelaFernandez@outlook.com,8377011369,successful
5984,1929,Elizabeth Drake,105,,Tv,ELEC,offline,Chennai,04-03-2026,4,Cash,0.35,ElizabethDrake@yahoo.com,8567534125,successful
5985,1541,Emily Brown,110,45000,MICROWAVE,home appliances,offline,Delhi,02-18-2026,5,UPI,0.15,EmilyBrown@outlook.com,6284097354,successful
5986,1307,George Hall,108,15000,MIXER GRINDER,home appliances,online,Bangalore,03-05-2026,5,NetBanking,0.4,GeorgeHall@outlook.com,6322986907,successful
5987,1834,David Thomas,107,50000,dining table,furniture,online,Mumbai,08-07-2025,3,Card,0.3,DavidThomas@yahoo.com,6689625827,successful
5988,1879,Carol Lane,109,65000,refrigerator,HOME,offline,Hyderabad,01-10-2026,5,Card,0.35,CarolLane@outlook.com,8313204002,successful
5989,1128,Autumn Morgan,103,1300,shirt,clothing,offline,Chennai,24-01-2026,4,Cash,0.05,AutumnMorgan@gmail.com,8067247806,successful
5990,1702,Steven Atkinson,104,8000,Shoes,clothing,online,Hyderabad,11-14-2025,2,UPI,0.05,Steven26@gmail.com,8171716836,successful
5990,1702,Steven Atkinson,104,8000,Shoes,clothing,online,Hyderabad,11-14-2025,2,UPI,0.05,Steven26@gmail.com,8171716836,failed
5991,1596,Amy Lopez,104,8000,shoes,Clothing,offline,Bangalore,17-04-2025,4,NetBanking,0.3,AmyLopez@outlook.com,7082607400,successful
5992,1512,David Kent,101,250000,Laptop,electronics,offline,Delhi,28-01-2026,1,UPI,0.4,DavidKent@gmail.com,6957163674,successful
5993,1922,Thomas Rivera,107,50000,dining table,FURN,online,Bangalore,31-05-2025,2,NetBanking,0.25,Thomas10@gmail.com,7562849921,successful
5994,1679,Patricia White,106,80000,SOFA,FURN,offline,Mumbai,04-24-2025,5,Card,0.4,Patricia93@gmail.com,9910727806,successful
5995,1188,Anthony Martinez,108,15000,MIXER GRINDER,home appliances,online,Hyderabad,01-12-2025,4,UPI,0.3,Anthony65@gmail.com,9417798324,successful
5996,1631,Vincent Riley,105,,TV,Electronics,online,Delhi,01-08-2025,1,Cash,0.05,Vincent14@gmail.com,7693758730,successful
5997,1265,Jane Hines,106,80000,sofa,FURN,offline,Chennai,04-27-2025,4,Card,0.15,JaneHines@outlook.com,8213343607,successful
5998,1238,Troy Patton,104,8000,Shoes,CLOTH,offline,Delhi,26-11-2025,1,Cash,0.4,TroyPatton@gmail.com,9632343291,successful
5999,1495,Ashley Mitchell,110,45000,microwave,home appliances,online,Mumbai,12-12-2025,3,Cash,0.25,AshleyMitchell@gmail.com,7994304134,successful
6000,1899,Jason Miller,103,1300,SHIRT,Clothing,online,Hyderabad,15-11-2025,5,NetBanking,0.05,JasonMiller@gmail.com,9313465428,successful
6001,1440,James Edwards,101,250000,laptop,ELEC,online,Delhi,16-11-2025,2,Cash,0.35,JamesEdwards@outlook.com,8220026970,successful
6002,1558,Brenda Schneider,102,70000,PHONE,ELEC,online,Bangalore,28-04-2025,3,NetBanking,0.05,BrendaSchneider@gmail.com,9548540588,successful
6003,1503,Patrick Lopez,107,50000,Dining table,Furniture,offline,Chennai,25-04-2025,3,Card,0.05,Patrick78@gmail.com,7298336747,successful
6004,1218,Lindsey Gallegos,102,70000,Phone,electronics,online,Hyderabad,30-07-2025,4,NetBanking,0.3,Lindsey23@gmail.com,6145257199,successful
6005,1256,Brooke Miller,101,250000,Laptop,ELEC,online,Bangalore,11-02-2026,1,Cash,0.35,BrookeMiller@yahoo.com,7365458747,successful
6006,1914,Miranda Sanchez,106,80000,Sofa,furniture,online,Chennai,06-06-2025,1,NetBanking,0.4,MirandaSanchez@gmail.com,7873347677,successful
6007,1853,Tiffany Watts,107,50000,dining table,Furniture,offline,Delhi,10-22-2025,3,NetBanking,0.3,TiffanyWatts@outlook.com,7305750954,successful
6008,1842,Andrew Thompson,105,45000,tv,ELEC,online,Mumbai,09-14-2025,2,Cash,0.15,Andrew27@gmail.com,9488327634,successful
6009,1719,Laurie Hill,106,80000,Sofa,Furniture,online,Chennai,21-08-2025,3,NetBanking,0.1,LaurieHill@gmail.com,9403748960,successful
6010,1942,Susan Dean,107,50000,DINING TABLE,furniture,online,Chennai,25-10-2025,3,UPI,0.3,SusanDean@gmail.com,9413889764,successful
6011,1074,Justin Cooper,103,,Shirt,CLOTH,offline,Chennai,24-02-2026,1,Cash,0.05,Justin56@gmail.com,9099115753,successful
6012,1066,Linda Bradford,103,1300,shirt,CLOTH,online,Hyderabad,05-21-2025,3,Cash,0.2,LindaBradford@outlook.com,6191663946,successful
6013,1435,Jeffrey Wood,107,50000,DINING TABLE,FURN,online,Hyderabad,01-01-2026,1,Card,0.15,Jeffrey39@gmail.com,7235895289,successful
6014,1908,Nicole James,110,45000,MICROWAVE,Home Appliances,online,Hyderabad,29-04-2025,2,Cash,0.25,NicoleJames@gmail.com,6258830172,successful
6015,1174,Kathleen Anderson,106,80000,sofa,furniture,online,Hyderabad,31-05-2025,3,Card,0.35,KathleenAnderson@gmail.com,8148174121,successful
6016,1611,Matthew Deleon,103,1300,Shirt,CLOTH,offline,Delhi,03-12-2025,4,UPI,0.4,MatthewDeleon@outlook.com,9564173381,successful
6017,1820,Emily Davis,105,45000,Tv,ELEC,online,Chennai,27-11-2025,2,UPI,0.35,EmilyDavis@outlook.com,9899931920,successful
6018,1929,Elizabeth Drake,109,65000,REFRIGERATOR,Home Appliances,online,Chennai,02-11-2026,0,UPI,0.25,ElizabethDrake@yahoo.com,8567534125,successful
6019,1711,Neil Farley,109,65000,refrigerator,home appliances,offline,Mumbai,26-09-2025,4,Card,0.3,NeilFarley@yahoo.com,7102389283,successful
6020,1858,Christopher Hansen,104,8000,SHOES,Clothing,offline,Delhi,08-09-2025,4,Cash,0.2,ChristopherHansen@yahoo.com,9574931404,successful
6021,1950,Steven Patel,106,80000,Sofa,Furniture,offline,Chennai,09-24-2025,2,Card,0.35,Steven79@gmail.com,9153160095,successful
6021,1950,Steven Patel,106,80000,Sofa,Furniture,offline,Chennai,09-24-2025,2,Card,0.35,Steven79@gmail.com,9153160095,failed
6022,1599,Breanna Clements,103,1300,shirt,clothing,online,Hyderabad,09-08-2025,5,NetBanking,0.25,Breanna33@gmail.com,9688713233,successful
6023,1470,Suzanne Miranda,108,15000,Mixer grinder,home appliances,online,Chennai,14-08-2025,5,UPI,0.1,SuzanneMiranda@outlook.com,6831197257,successful
6024,1821,Frank Bean,108,15000,MIXER GRINDER,HOME,online,Hyderabad,04-11-2025,4,UPI,0.25,FrankBean@outlook.com,6544696696,successful
6025,1649,Kimberly Williams,102,,PHONE,electronics,offline,Delhi,03-01-2026,3,Card,0.05,KimberlyWilliams@outlook.com,9683357593,successful
6026,1816,Allison Young,103,1300,Shirt,CLOTH,online,Mumbai,05-07-2025,3,UPI,0.35,AllisonYoung@gmail.com,6840055113,successful
6026,1816,Allison Young,103,1300,Shirt,CLOTH,online,Mumbai,05-07-2025,3,UPI,0.35,AllisonYoung@gmail.com,6840055113,failed
6027,1007,Bryan Lindsey,102,70000,phone,ELEC,offline,Hyderabad,29-11-2025,2,NetBanking,0.35,Bryan90@gmail.com,9289974489,successful
6028,1216,Patricia Larson,107,50000,dining table,FURN,offline,Mumbai,06-26-2025,4,Card,0.25,PatriciaLarson@gmail.com,6958457790,successful
6029,1670,Joan Miller,106,80000,sofa,Furniture,online,Mumbai,04-10-2025,5,NetBanking,0.4,Joan54@gmail.com,7915594178,successful
6030,1128,Autumn Morgan,102,70000,phone,electronics,offline,Chennai,01-05-2025,4,UPI,0.15,AutumnMorgan@gmail.com,8067247806,successful
6031,1791,Brenda Owens,105,45000,TV,Electronics,online,Bangalore,03-08-2026,4,Card,0.15,BrendaOwens@gmail.com,7373862030,successful
6032,1546,Misty Wyatt,106,80000,sofa,FURN,offline,Hyderabad,11-21-2025,1,Card,0.35,MistyWyatt@gmail.com,9493903824,successful
6033,1250,Brooke Santiago,104,,SHOES,Clothing,offline,Delhi,25-06-2025,3,Card,0.35,BrookeSantiago@gmail.com,6765644076,successful
6034,1616,Mark Taylor,103,1300,Shirt,Clothing,offline,Mumbai,19-12-2025,2,Cash,0.4,MarkTaylor@outlook.com,8679391071,successful
6035,1232,Tracy Santana,106,80000,SOFA,Furniture,online,Delhi,04-03-2026,4,Card,0.4,Tracy28@gmail.com,7141720816,successful
6036,1149,Michael Levine,110,45000,microwave,HOME,online,Hyderabad,27-03-2026,3,UPI,0.3,MichaelLevine@yahoo.com,7162218603,successful
6037,1426,Donna Burns,108,15000,Mixer grinder,HOME,offline,Bangalore,01-07-2025,3,Card,0.1,Donna85@gmail.com,9748929303,successful
6038,1828,Sheila Hunt,104,8000,Shoes,CLOTH,offline,Bangalore,13-03-2026,1,Cash,0.3,SheilaHunt@yahoo.com,7684679476,successful
6039,1776,Jason Johns,105,45000,Tv,electronics,online,Chennai,18-05-2025,4,Cash,0.3,JasonJohns@gmail.com,9156940561,successful
6040,1888,Bill Nunez,104,8000,Shoes,CLOTH,offline,Hyderabad,13-10-2025,1,Card,0.1,BillNunez@gmail.com,6637070817,successful
6041,1544,Robert Moore,110,45000,Microwave,HOME,online,Bangalore,01-06-2025,5,Card,0.25,Robert67@gmail.com,9019432187,successful
6042,1562,Jacob Moore,104,8000,shoes,Clothing,offline,Chennai,27-05-2025,5,Cash,0.25,JacobMoore@gmail.com,8142478563,successful
6043,1724,Kelly Adams,106,80000,Sofa,FURN,offline,Hyderabad,18-12-2025,4,NetBanking,0.4,KellyAdams@gmail.com,7750377165,successful
6044,1152,Howard Barr,110,45000,microwave,HOME,offline,Bangalore,10-26-2025,4,Cash,0.2,Howard76@gmail.com,8032784249,successful
6045,1392,William Montgomery,107,50000,dining table,Furniture,online,Chennai,01-12-2025,5,Cash,0.3,WilliamMontgomery@yahoo.com,8799599050,successful
6046,1321,Daniel Taylor,102,70000,phone,electronics,online,Hyderabad,25-10-2025,4,Card,0.3,DanielTaylor@gmail.com,6991123962,successful
6046,1321,Daniel Taylor,102,70000,phone,electronics,online,Hyderabad,25-10-2025,4,Card,0.3,DanielTaylor@gmail.com,6991123962,failed
6047,1985,Allison Garner,108,15000,Mixer grinder,home appliances,offline,Bangalore,03-05-2025,2,Card,0.4,AllisonGarner@gmail.com,7460652983,successful
6048,1857,Kyle Kennedy,104,8000,shoes,CLOTH,online,Mumbai,19-07-2025,2,UPI,0.05,KyleKennedy@gmail.com,6762660800,successful
6049,1228,William Case,101,250000,LAPTOP,Electronics,offline,Hyderabad,08-03-2025,2,Card,0.35,WilliamCase@gmail.com,8306460700,successful
6050,1294,Peter Reed,101,250000,LAPTOP,ELEC,online,Hyderabad,02-04-2026,1,NetBanking,0.35,PeterReed@yahoo.com,7055507125,successful
6051,1528,Zachary Curry,110,45000,Microwave,home appliances,offline,Hyderabad,03-10-2025,4,UPI,0.15,ZacharyCurry@yahoo.com,9168057330,successful
6052,1249,Brittany Ortega,107,50000,Dining table,FURN,online,Chennai,01-02-2026,3,NetBanking,0.25,BrittanyOrtega@gmail.com,7622885914,successful
6053,1250,Brooke Santiago,107,50000,Dining table,Furniture,offline,Delhi,01-04-2026,5,UPI,0.35,BrookeSantiago@gmail.com,6765644076,successful
6054,1765,Holly Bennett,110,45000,MICROWAVE,HOME,online,Mumbai,05-24-2025,3,NetBanking,0.1,Holly43@gmail.com,9248956421,successful
6055,1237,Amanda Smith,109,65000,refrigerator,HOME,offline,Delhi,23-08-2025,4,UPI,0.05,AmandaSmith@outlook.com,8830449266,successful
6056,1615,Mark Charles,110,45000,Microwave,home appliances,offline,Bangalore,10-06-2025,3,Card,0.4,MarkCharles@outlook.com,9415271375,successful
6057,1741,Sandra Morales,105,45000,Tv,electronics,online,Hyderabad,20-11-2025,2,Cash,0.2,SandraMorales@gmail.com,9477429760,successful
6058,1402,Alyssa Hopkins,104,8000,SHOES,clothing,online,Hyderabad,17-05-2025,3,Cash,0.35,AlyssaHopkins@gmail.com,7314264515,successful
6059,1185,Ian Park,105,45000,Tv,Electronics,online,Hyderabad,24-06-2025,2,UPI,0.15,Ian39@gmail.com,7713068929,successful
6060,1028,Katie Robbins,108,15000,MIXER GRINDER,Home Appliances,offline,Hyderabad,04-03-2026,2,Card,0.25,KatieRobbins@yahoo.com,9399356902,successful
6060,1028,Katie Robbins,108,15000,MIXER GRINDER,Home Appliances,offline,Hyderabad,04-03-2026,2,Card,0.25,KatieRobbins@yahoo.com,9399356902,failed
6061,1911,Marc Morales,104,8000,Shoes,CLOTH,offline,Delhi,26-02-2026,3,Cash,0.1,MarcMorales@outlook.com,9957234459,successful
6062,1728,Jeff Walton,106,80000,Sofa,Furniture,offline,Chennai,09-07-2025,4,Card,0.4,JeffWalton@outlook.com,7624530243,successful
6063,1805,Joshua Thomas,108,15000,MIXER GRINDER,HOME,offline,Chennai,11-08-2025,2,NetBanking,0.15,JoshuaThomas@yahoo.com,9926747848,successful
6064,1003,Alexandria Nelson,109,65000,refrigerator,home appliances,online,Bangalore,30-03-2026,4,UPI,0.25,AlexandriaNelson@yahoo.com,9380289088,successful
6065,1276,Thomas Williamson,105,45000,Tv,electronics,online,Mumbai,04-24-2025,4,UPI,0.3,ThomasWilliamson@outlook.com,9072614137,successful
6066,1165,Alexis Wilson,105,45000,tv,Electronics,online,Delhi,17-01-2026,3,UPI,0.4,AlexisWilson@outlook.com,8835218963,successful
6067,1852,Henry Wyatt,103,1300,shirt,CLOTH,online,Delhi,06-01-2026,3,UPI,0.05,HenryWyatt@gmail.com,6630797990,successful
6068,1211,David Kelly,103,1300,Shirt,Clothing,offline,Chennai,10-07-2025,1,Cash,0.1,David27@gmail.com,7634086828,successful
6069,1500,John Torres,102,70000,phone,ELEC,online,Mumbai,01-12-2025,5,Card,0.35,JohnTorres@yahoo.com,6844319073,successful
6070,1710,Dale Black,102,70000,PHONE,ELEC,offline,Chennai,17-12-2025,2,Card,0.05,DaleBlack@yahoo.com,8336545080,successful
6071,1675,Karen Cain,110,45000,MICROWAVE,Home Appliances,offline,Bangalore,08-04-2025,1,UPI,0.15,Karen74@gmail.com,8994575731,successful
6072,1494,Pamela Wong,103,1300,Shirt,CLOTH,online,Chennai,04-06-2025,5,UPI,0.2,PamelaWong@outlook.com,8000607760,successful
6072,1494,Pamela Wong,103,1300,Shirt,CLOTH,online,Chennai,04-06-2025,5,UPI,0.2,PamelaWong@outlook.com,8000607760,failed
6073,1288,Connor Rose,110,45000,MICROWAVE,HOME,offline,Hyderabad,25-05-2025,2,Cash,0.4,ConnorRose@gmail.com,6974806143,successful
6074,1512,David Kent,107,50000,DINING TABLE,furniture,online,Delhi,03-02-2026,3,UPI,0.15,DavidKent@gmail.com,6957163674,successful
6075,1873,Mitchell Johnson,109,65000,Refrigerator,home appliances,online,Delhi,07-24-2025,2,NetBanking,0.3,MitchellJohnson@outlook.com,6645552892,successful
6076,1706,Kathryn Stokes,110,45000,microwave,Home Appliances,online,Delhi,13-01-2026,5,NetBanking,0.15,KathrynStokes@gmail.com,7903986327,successful
6077,1675,Karen Cain,106,80000,Sofa,furniture,offline,Bangalore,15-08-2025,4,NetBanking,0.35,Karen74@gmail.com,8994575731,successful
6078,1722,Shari House,104,8000,shoes,CLOTH,online,Bangalore,30-08-2025,4,NetBanking,0.2,ShariHouse@gmail.com,6403019943,successful
6079,1699,Benjamin Butler,109,65000,refrigerator,home appliances,online,Hyderabad,07-07-2025,5,Cash,0.1,BenjaminButler@gmail.com,8551100147,successful
6080,1198,Christopher Villa,110,45000,microwave,HOME,offline,Delhi,12-09-2025,1,UPI,0.2,ChristopherVilla@yahoo.com,7949675574,successful
6081,1371,Kayla Luna,103,1300,shirt,CLOTH,online,Chennai,10-11-2025,2,Cash,0.05,KaylaLuna@outlook.com,7659318581,successful
6082,1342,Hunter Adams,101,250000,laptop,electronics,offline,Hyderabad,02-04-2026,2,UPI,0.2,HunterAdams@outlook.com,7248001986,successful
6083,1897,Spencer Carpenter,105,,tv,electronics,offline,Delhi,16-07-2025,1,NetBanking,0.4,SpencerCarpenter@yahoo.com,7610181321,successful
6084,1172,Cody Fleming,106,80000,sofa,furniture,online,Delhi,25-08-2025,2,Card,0.2,CodyFleming@gmail.com,6124793292,successful
6085,1495,Ashley Mitchell,110,,Microwave,home appliances,offline,Mumbai,12-07-2025,1,UPI,0.1,AshleyMitchell@gmail.com,7994304134,successful
6086,1473,Ashley Dawson,104,8000,SHOES,clothing,offline,Delhi,17-12-2025,5,NetBanking,0.3,Ashley6@gmail.com,7681407209,successful
6087,1285,Ryan Dawson,107,50000,dining table,FURN,offline,Mumbai,08-07-2025,3,UPI,0.15,Ryan26@gmail.com,8186966846,successful
6088,1909,Richard Smith,104,8000,SHOES,CLOTH,offline,Delhi,20-01-2026,5,Card,0.05,Richard75@gmail.com,7805842821,successful
6089,1446,Patrick Conner,104,8000,SHOES,CLOTH,offline,Bangalore,22-05-2025,3,Cash,0.05,Patrick92@gmail.com,6426009678,successful
6090,1025,Michael Young,109,65000,Refrigerator,HOME,online,Mumbai,09-05-2025,1,UPI,0.4,MichaelYoung@gmail.com,6570753690,successful
6091,1530,Edward Murphy,103,1300,SHIRT,clothing,online,Hyderabad,01-10-2026,3,NetBanking,0.05,EdwardMurphy@gmail.com,8243378665,successful
6092,1170,Nathan Richardson,107,,DINING TABLE,furniture,offline,Bangalore,03-11-2025,3,UPI,0.1,Nathan29@gmail.com,7738391844,successful
6093,1140,Jessica Underwood,102,70000,Phone,Electronics,online,Chennai,19-10-2025,4,UPI,0.4,JessicaUnderwood@yahoo.com,9187165486,successful
6094,1619,Jon Perry,107,50000,DINING TABLE,furniture,online,Chennai,21-02-2026,4,UPI,0.05,JonPerry@yahoo.com,7691388402,successful
6095,1375,Kevin Rodriguez,109,65000,REFRIGERATOR,Home Appliances,online,Bangalore,17-11-2025,4,NetBanking,0.3,KevinRodriguez@gmail.com,7912101037,successful
6095,1375,Kevin Rodriguez,109,65000,REFRIGERATOR,Home Appliances,online,Bangalore,17-11-2025,4,NetBanking,0.3,KevinRodriguez@gmail.com,7912101037,failed
6096,1642,Jeffrey Taylor,105,45000,Tv,Electronics,offline,Delhi,01-02-2026,1,Card,0.35,JeffreyTaylor@gmail.com,9649394399,successful
6097,1154,Tammy Mitchell,106,80000,sofa,FURN,online,Chennai,12-20-2025,3,NetBanking,0.4,TammyMitchell@outlook.com,6489468610,successful
6098,1376,Mark Clark,105,45000,tv,ELEC,offline,Delhi,05-09-2025,1,NetBanking,0.15,MarkClark@yahoo.com,9215018859,successful
6099,1552,Cynthia Buchanan,103,1300,Shirt,Clothing,offline,Chennai,16-11-2025,5,Cash,0.1,CynthiaBuchanan@yahoo.com,8116706448,successful
6100,1693,Deanna Mcguire,103,1300,shirt,CLOTH,offline,Mumbai,09-18-2025,1,Cash,0.15,DeannaMcguire@gmail.com,8807921571,successful
6101,1266,Janice Parker,103,1300,shirt,CLOTH,offline,Mumbai,03-08-2025,5,UPI,0.3,JaniceParker@yahoo.com,6802196891,successful
6102,1624,Krista Miller,105,45000,Tv,electronics,offline,Chennai,10-18-2025,5,NetBanking,0.35,KristaMiller@outlook.com,6604240850,successful
6103,1594,Mike Chase,102,70000,phone,Electronics,offline,Mumbai,05-30-2025,1,Card,0.2,Mike40@gmail.com,8243941267,successful
6104,1321,Daniel Taylor,109,65000,Refrigerator,HOME,offline,Hyderabad,15-05-2025,2,UPI,0.05,DanielTaylor@gmail.com,6991123962,successful
6105,1398,Nancy Howell,105,45000,tv,Electronics,online,Bangalore,03-13-2026,4,Card,0.4,NancyHowell@gmail.com,8999651413,successful
6106,1288,Connor Rose,101,250000,LAPTOP,Electronics,offline,Hyderabad,06-23-2025,4,UPI,0.05,ConnorRose@gmail.com,6974806143,successful
6107,1308,Stephanie Young,105,45000,Tv,ELEC,offline,Hyderabad,12-25-2025,1,NetBanking,0.1,StephanieYoung@gmail.com,8328734167,successful
6108,1056,Dana Perry,110,45000,microwave,home appliances,online,Hyderabad,17-03-2026,5,NetBanking,0.3,DanaPerry@gmail.com,9896759762,successful
6109,1096,Andrew Hardy,105,45000,Tv,ELEC,offline,Mumbai,26-11-2025,3,NetBanking,0.1,AndrewHardy@gmail.com,7032817372,successful
6110,1086,Samuel George,101,250000,laptop,electronics,online,Delhi,10-19-2025,1,Cash,0.35,SamuelGeorge@yahoo.com,8255402595,successful
6111,1599,Breanna Clements,107,,DINING TABLE,FURN,offline,Hyderabad,25-07-2025,4,NetBanking,0.3,Breanna33@gmail.com,9688713233,successful
6112,1563,Kurt Mccoy,108,15000,Mixer grinder,home appliances,online,Hyderabad,03-10-2025,3,Cash,0.35,KurtMccoy@outlook.com,8848130240,successful
6113,1778,Joseph Tucker,110,45000,MICROWAVE,Home Appliances,offline,Hyderabad,28-06-2025,5,NetBanking,0.25,Joseph7@gmail.com,7919275067,successful
6114,1153,Thomas Sanchez,105,45000,TV,Electronics,online,Mumbai,28-08-2025,4,UPI,0.15,ThomasSanchez@gmail.com,8453332082,successful
6115,1957,Curtis Fischer,104,8000,SHOES,Clothing,offline,Bangalore,11-17-2025,2,NetBanking,0.2,Curtis9@gmail.com,7057552797,successful
6115,1957,Curtis Fischer,104,8000,SHOES,Clothing,offline,Bangalore,11-17-2025,2,NetBanking,0.2,Curtis9@gmail.com,7057552797,failed
6116,1299,Keith Bennett,105,45000,TV,Electronics,offline,Chennai,02-23-2026,2,NetBanking,0.35,KeithBennett@yahoo.com,9302115582,successful
6117,1092,Darrell Hines,102,70000,phone,ELEC,online,Chennai,12-12-2025,2,Card,0.1,DarrellHines@outlook.com,6446065514,successful
6118,1551,Pamela Rodriguez,102,70000,PHONE,electronics,offline,Bangalore,26-10-2025,5,NetBanking,0.15,PamelaRodriguez@yahoo.com,8416185111,successful
6119,1557,Henry Jones,109,65000,Refrigerator,Home Appliances,offline,Mumbai,01-11-2025,5,Card,0.3,HenryJones@gmail.com,6704816782,successful
6120,1494,Pamela Wong,110,45000,MICROWAVE,HOME,offline,Chennai,12-08-2025,1,Card,0.2,PamelaWong@outlook.com,8000607760,successful
6121,1775,Christopher Garcia,104,8000,Shoes,CLOTH,online,Mumbai,03-30-2026,1,Card,0.15,ChristopherGarcia@outlook.com,6489129873,successful
6122,1515,Judy Bishop,107,50000,Dining table,furniture,offline,Bangalore,07-02-2026,2,NetBanking,0.4,JudyBishop@outlook.com,9407546066,successful
6123,1090,Richard Walker,106,80000,sofa,Furniture,online,Chennai,04-27-2025,3,UPI,0.4,RichardWalker@outlook.com,7715321158,successful
6124,1832,Crystal Mays,104,8000,SHOES,CLOTH,offline,Hyderabad,17-02-2026,1,Card,0.15,CrystalMays@gmail.com,6984603499,successful
6125,1297,Travis Wilson,102,70000,PHONE,ELEC,offline,Chennai,22-03-2026,5,Card,0.3,TravisWilson@yahoo.com,8504219585,successful
6126,1650,Andre Lamb,103,1300,Shirt,CLOTH,offline,Delhi,03-03-2026,5,Card,0.05,Andre49@gmail.com,6958582191,successful
6127,1005,Elizabeth Contreras,107,50000,Dining table,furniture,online,Delhi,03-25-2026,4,Card,0.25,Elizabeth76@gmail.com,6490400442,successful
6128,1821,Frank Bean,108,,mixer grinder,home appliances,offline,Hyderabad,11-04-2026,4,Card,0.4,FrankBean@outlook.com,6544696696,successful
6129,2000,Gary Morton,102,70000,PHONE,electronics,online,Chennai,07-10-2025,2,Cash,0.3,GaryMorton@outlook.com,6805966969,successful
6130,1543,Victoria Moore,102,70000,PHONE,electronics,offline,Mumbai,20-02-2026,3,Cash,0.1,VictoriaMoore@gmail.com,9139087029,successful
6131,1894,Marcus Bentley,105,45000,TV,ELEC,offline,Delhi,24-01-2026,1,Card,0.1,MarcusBentley@yahoo.com,6191611762,successful
6132,1850,Jasmine Rose,105,45000,Tv,Electronics,online,Bangalore,27-10-2025,3,Cash,0.25,JasmineRose@gmail.com,9554039170,successful
6133,1667,Maria Tate,104,8000,SHOES,Clothing,offline,Delhi,21-02-2026,4,UPI,0.3,MariaTate@yahoo.com,8490238381,successful
6134,1763,Daniel Washington,107,50000,Dining table,furniture,online,Hyderabad,10-07-2025,4,UPI,0.2,DanielWashington@outlook.com,7130861022,successful
6135,1129,Richard Kelly,104,8000,shoes,clothing,offline,Hyderabad,29-05-2025,2,NetBanking,0.2,Richard66@gmail.com,6901455353,successful
6136,1192,Tracy Gross,105,45000,tv,ELEC,offline,Delhi,02-17-2026,4,Card,0.1,Tracy36@gmail.com,8088226648,successful
6137,1830,Sandra Gray,106,80000,Sofa,Furniture,online,Bangalore,01-06-2025,4,UPI,0.25,Sandra61@gmail.com,8536893030,successful
6138,1726,Heather Hill,107,50000,Dining table,Furniture,online,Hyderabad,02-03-2026,2,UPI,0.25,HeatherHill@gmail.com,9479539787,successful
6139,1582,Kevin Bryan,101,250000,LAPTOP,Electronics,offline,Delhi,07-02-2026,5,Cash,0.1,KevinBryan@gmail.com,8376990957,successful
6140,1022,Vanessa Taylor,102,70000,Phone,ELEC,online,Mumbai,11-13-2025,1,UPI,0.1,VanessaTaylor@outlook.com,6048940379,successful
6141,1788,Kenneth Owens,110,,Microwave,home appliances,online,Chennai,06-02-2026,3,Cash,0.4,KennethOwens@gmail.com,9185528471,successful
6142,1389,Andrew Jones,106,80000,SOFA,Furniture,online,Delhi,19-02-2026,5,UPI,0.25,Andrew81@gmail.com,7109029082,successful
6143,1630,John Johnson,107,50000,dining table,Furniture,offline,Hyderabad,10-05-2025,4,Card,0.2,JohnJohnson@outlook.com,8676701501,successful
